זמן תשובה,רב,תשובה
2024-05-12 07:39:38,הרב צביקה,אם יש סיכוי שיברכו או שאתה תברך והם יענו אמן מותר לתת להם.
2024-05-12 12:27:11,הרב צביקה,ניקוי
2024-05-12 12:27:29,הרב צביקה,מותר בלי לעשר רק בשדה ורק אחד אחד
2024-05-12 12:39:54,הרב צביקה,נכון
2024-05-12 12:40:23,הרב צביקה,כי במיקרוגל אין גוף חימום
2024-05-12 12:40:45,הרב צביקה,לא יודע
2024-05-12 12:45:32,הרב צביקה,מחילה
2024-05-12 12:46:47,הרב צביקה,מנגל צריך להחליף רשת ולהפעיל בחום מירבי כרבע שעה.
2024-05-12 13:43:58,הרב צביקה,ליד
2024-06-12 13:05:43,הרב צביקה,יכול
2024-06-12 13:06:24,הרב צביקה,"אם זה לצורך השבת כגון שאין מקום , אפשר"
2024-06-12 13:47:12,הרב צביקה,מותר
2024-07-12 18:57:51,הרב צביקה,זה היה בזמן של בין השמשות לכן היה מותר להנות מהאור
2024-07-12 21:11:08,הרב צביקה,אם התבניות היו סגורות ויבשות במגע ביניהם הקוגל נשאר פרווה
2024-07-12 21:36:56,הרב צביקה,צריך לפחות מזונות
2024-07-12 22:18:00,הרב צביקה,כן
2024-07-12 22:23:26,הרב צביקה,יקבל עונש על הסבל שהוא גרם לאותו חייל. אבל העונש הוא בידי שמיים
2024-08-12 09:38:06,הרב צביקה,ניתן
2024-08-12 11:38:24,הרב צביקה,"מעשר כספים כשמו כן הוא, הוא ניתן מרווח כספי."
2024-08-12 14:43:38,הרב צביקה,כן
2024-08-12 19:49:56,הרב צביקה,כן
2024-08-12 20:50:18,הרב צביקה,"מדביקים חזרה בסידור, או שמים את הדף בגניזה"
2024-09-12 07:18:37,הרב צביקה,"אם יש לך חצר פרטית, עדיף בפתח החצר"
2024-09-12 13:03:50,הרב צביקה,הגעלה
2024-09-12 15:10:47,הרב צביקה,לא
2024-09-12 20:39:29,הרב צביקה,אם המאכל יבש המים לא הופכים לחלבי
2024-09-12 21:36:37,הרב צביקה,לא יודע
2024-10-12 07:19:39,הרב צביקה,לא מבין מה השאלה
2024-10-12 07:20:03,הרב צביקה,כן
2024-10-12 07:21:00,הרב צביקה,כן
2024-10-12 07:23:29,הרב צביקה,70 × 70
2024-10-12 09:17:21,הרב צביקה,לא פוסל את התפילין
2024-10-12 19:22:33,הרב צביקה,אם הוא מתכוון לעשות חור אפילו משעמום אסור לעשות.
2024-10-12 19:22:37,הרב צביקה,אינו מתכוון
2024-11-12 11:08:11,הרב צביקה,מותר
2024-11-12 11:08:42,הרב צביקה,"גם אדם פצוע שודאי ימות מפציעותו, מחללים שבת לנסות להאריך את חייו"
2024-11-12 19:12:25,הרב צביקה,מקום ללא כשרות צריך להמנע מלקנות שם.
2024-12-12 12:41:49,הרב צביקה,אם המשטח מברזל ניתן לנקות ולחמם חום מירבי כחצי שעה.
2024-12-12 12:42:55,הרב צביקה,לא ראוי למאכל בכלל (נפסל מאכילת כלב) לא מברכים
2024-12-12 17:07:12,הרב צביקה,מותר
2024-12-12 17:07:35,הרב צביקה,לא מכיר הבדל כזה במנחה
2024-12-12 20:49:37,הרב צביקה,אסור לאדם לסחור באיסורים.
2025-01-01 15:19:13,הרב צביקה,אפשר לעלות ישראל ראשון
2025-01-01 15:19:42,הרב צביקה,כל הלוואה מצריכה שטר או עדים או איזה שהיא הוכחה
2025-01-01 15:21:00,הרב צביקה,"אפשר להדליק בפתח, עדיף בשמאל."
2025-01-01 15:21:25,הרב צביקה,"אם זה לא כתוב במפורש בתורה , זה לא איסור תורה"
2025-01-01 15:23:12,הרב צביקה,"תינוק שנולד בין השמשות מילתו נדחית ליום התשיעי, אך מילה זו נחשבת שלא בזמנה ולכן לא דוחה שבת ולא דוחה יום טוב"
2025-02-01 22:57:57,הרב צביקה,כן
2025-02-01 22:58:12,הרב צביקה,מדליק בלי ברכה
2025-02-01 22:58:24,הרב צביקה,לא
2025-02-01 22:58:39,הרב צביקה,אפשרי לעבור
2025-02-01 22:59:00,הרב צביקה,מותר
2025-03-01 10:58:34,הרב צביקה,על מה שנחשב עיקר
2025-03-01 10:58:52,הרב צביקה,מותר לספרדיה
2025-03-01 10:59:29,הרב צביקה,"יש הבדל גם בכתב, וגם ברווחים."
2025-03-01 11:00:48,הרב צביקה,כן
2025-03-01 12:37:06,הרב צביקה,"הרב עובדיה כותב שספרדי שמניח תפילין של אשכנזי , כנראה לא יוצא ידי חובה."
2025-03-01 12:59:05,הרב צביקה,לא מבין את השאלה
2025-03-01 12:59:35,הרב צביקה,לכתחילה צריך להוציא את הרצועה ולהכניס הפוך כדי שהקשר יהיה לכיוון הלב
2025-03-01 14:06:10,הרב צביקה,לא.
2025-03-01 14:54:20,הרב צביקה,בתוך 2 שקיות
2025-03-01 15:26:13,הרב צביקה,כן
2025-04-01 20:08:23,הרב צביקה,אפשרי אם זה ללא חזרה
2025-04-01 20:09:28,הרב צביקה,"מי שלא מדליק נרות חנוכה וגם אף אחד לא מדליק בשבילו, כשהוא רואה נרות חנוכה צריך לברך רק שעשה ניסים וביום הראשון שהחיינו."
2025-04-01 20:39:34,הרב צביקה,יש בעיה
2025-05-01 07:06:20,הרב צביקה,"ניתן להתיר לכל צורך, כי זו לא ממש כתיבה."
2025-05-01 07:07:10,הרב צביקה,"לכתחילה ראוי לעשות על פי מסורת אבות, אבל הקשרים והכריכות לא מעכב"
2025-05-01 07:07:53,הרב צביקה,מיד להנאות מהאש שלא תהיה הברכה לבטלה
2025-05-01 19:06:31,הרב צביקה,נראה כך . . .
2025-05-01 19:15:18,הרב צביקה,אם זה בטוח נוצרי צריך לשרוף
2025-05-01 19:20:41,הרב צביקה,ספק . ..
2025-06-01 07:34:55,הרב צביקה,למרות שזה בול
2025-06-01 09:46:52,הרב צביקה,נכון
2025-06-01 11:08:22,הרב צביקה,"יום התקופה זה זמן שהעונות משתנות, ולכן יש כל מיני שינוי בטבע."
2025-06-01 11:09:10,הרב צביקה,האיסור הוא רק  מים שהם נבראו בבריאת העולם.
2025-06-01 12:54:20,הרב צביקה,לא צריך לעשות כלום
2025-06-01 12:56:20,הרב צביקה,לא.
2025-06-01 14:45:08,הרב צביקה,עדיף
2025-07-01 04:54:12,הרב צביקה,לכתחילה צריך להציע לו כיפה
2025-07-01 04:54:34,הרב צביקה,"אם הוא מסרב , שיעשה בלי כיפה"
2025-07-01 13:05:19,הרב צביקה,נחשב רשות היחיד מהתורה
2025-07-01 22:34:36,הרב צביקה,לקרוא ולהבין שזה עשירית מהפירות שמחללים על מטבע
2025-07-01 22:35:03,הרב צביקה,לכתחילה מפרישים מהבצק.
2025-07-01 22:35:10,הרב צביקה,אסור לאכול ללא הפרשה
2025-07-01 22:39:15,הרב צביקה,"אם יש במקום כשרות , הפרישו חלה."
2025-07-01 22:41:59,הרב צביקה,אסור לאכול
2025-08-01 15:18:13,הרב צביקה,ליטול בלי ברכה
2025-08-01 15:18:24,הרב צביקה,בצניעות אפשר
2025-08-01 17:59:47,הרב צביקה,אם זה יין היין נאסר בשתייה אבל הבקבוק לא נאסר וגם משקאות אחרים לא נאסרים
2025-08-01 22:21:54,הרב צביקה,צריך ללמוד הלכות שבת . . .
2025-09-01 06:42:42,הרב צביקה,חולה פטור
2025-09-01 08:25:28,הרב צביקה,אפשר לזרוק
2025-09-01 19:16:37,הרב צביקה,מותר
2025-09-01 19:44:14,הרב צביקה,לא
2025-09-01 20:31:15,הרב צביקה,לא
2025-09-01 20:31:31,הרב צביקה,מותר
2025-09-01 22:34:50,הרב צביקה,מותר לנסוע רק מי שהחולה זקוק לו רפואית או רגשית.
2025-09-01 23:24:34,הרב צביקה,צריך לחפש מקום להיות בו בשבת
2025-10-01 07:38:44,הרב צביקה,מותר
2025-10-01 11:35:21,הרב צביקה,הצום היום אוסר רק אכילה ושתיה.
2025-10-01 11:53:30,הרב צביקה,לשבור את הצום
2025-10-01 12:28:29,הרב צביקה,כן
2025-10-01 13:46:03,הרב צביקה,תחנון עצמו לא אומרים אחרי חצות
2025-12-01 09:48:55,הרב צביקה,יש 2 סוגים של סופלה :
2025-12-01 10:34:24,הרב צביקה,כן
2025-12-01 12:59:20,הרב צביקה,מותר כל זמן שלא השתמשו בו
2025-12-01 13:24:40,הרב צביקה,"כשאומרים משהו שקשור לשבת כגון : בואי כלה, מזמור שיר ליום השבת או ברכו."
2025-12-01 13:55:17,הרב צביקה,שאלה טובה
2025-12-01 19:30:59,הרב צביקה,אם יש כזית כמות מהרימון מברכים מעין שלוש - על הארץ ועל פירותיה
2025-12-01 19:31:11,הרב צביקה,אם לא - בורא נפשות
2025-12-01 19:36:39,הרב צביקה,כן
2025-12-01 20:34:05,הרב צביקה,לא
2025-12-01 21:37:35,הרב צביקה,ספרדים
2025-01-02 18:47:58,הרב צביקה,צריך
2025-01-02 18:53:54,הרב צביקה,לספרדים מותר
2025-01-02 18:55:04,הרב צביקה,"אם זה היה אצלך בזמן הזה ערב פסח תשפ""ג ולא בעירת, אסור."
2025-01-02 19:24:07,הרב צביקה,אם זה לא הפסד מרובה בשבילך עדיף לא לשתות.
2025-01-02 22:54:34,הרב צביקה,כן
2025-02-02 05:01:27,הרב צביקה,‎This message was deleted.
2025-02-02 06:18:31,הרב צביקה,צריך התרת נדרים
2025-02-02 07:36:43,הרב צביקה,כן
2025-02-02 08:32:45,הרב צביקה,מותר
2025-02-02 12:17:11,הרב צביקה,נכון
2025-02-02 12:17:41,הרב צביקה,יש מנהג אצל חלק מהתימנים לחתוך את הבשר לחתיכות קטנות דווקא קודם המליחה
2025-02-02 21:11:30,הרב צביקה,"מקום שבנו אותו לשם בית כנסת, או מקום שמתפללים בו בקביעות"
2025-02-02 22:35:59,הרב צביקה,אם בשמן היו ממש חתיכות בשריות צריך לחכות.
2025-02-02 22:43:12,הרב צביקה,כן
2025-03-02 00:42:01,הרב צביקה,לא
2025-03-02 08:06:40,הרב צביקה,לא
2025-03-02 08:39:12,הרב צביקה,אם יש מתיקות בטעם לספרדים ברכתו מזונות
2025-03-02 17:31:36,הרב צביקה,"אם הוא עשוי מברזל צריך, מפלסטיק לא צריך"
2025-03-02 17:32:32,הרב צביקה,אשכנזים נהגו ללבוש טלית גדול רק לאחר החתונה בגלל סיפור בגמרא על רב כהנא שמשמע מהסיפור שרב כהנא לא התעטף בטלית ולכן ר' יוחנן ידע שהוא רווק
2025-03-02 17:34:04,הרב צביקה,לברך המוציא על לחם רגיל ואז לאכול את הספק
2025-04-02 09:47:50,הרב צביקה,נחשב שכן
2025-05-02 19:52:38,הרב צביקה,חסכונות קבועים אפשר להחשיב בתור הוצאות שוטפות
2025-06-02 12:47:10,הרב צביקה,סכין נקיה ורק לספרדים מותר
2025-06-02 23:01:13,הרב צביקה,בעייתי
2025-07-02 14:40:26,הרב צביקה,רק אם סומכים על המכירה
2025-09-02 10:20:06,הרב צביקה,אסור
2025-09-02 10:20:38,הרב צביקה,להוריד את הראש עם העלים
2025-09-02 12:53:15,הרב צביקה,מותר
2025-09-02 15:49:22,הרב צביקה,בכלי שלישי מותר
2025-09-02 15:50:11,הרב צביקה,אין בזה איסור תורה.
2025-09-02 15:50:38,הרב צביקה,אם ניער לפני שבת מותר להתחמם בשבת לכל הדעות
2025-09-02 19:24:50,הרב צביקה,כן
2025-11-02 13:18:59,הרב צביקה,כדי להבדיל בין המותר לאסור.
2025-11-02 20:02:40,הרב צביקה,כי בישולי גויים זה איסור גם אם המוצרים כשרים
2025-11-02 20:03:07,הרב צביקה,"במקום צורך בשני התנאים האלו, הרב עובדיה מתיר"
2025-11-02 20:03:27,הרב צביקה,מותר
2025-11-02 20:04:33,הרב צביקה,למה איסור דאורייתא ?
2025-11-02 20:36:53,הרב צביקה,לא
2025-11-02 22:21:16,הרב צביקה,בעייתי מאד שהבעל יחתוך ויצליח להזהר מנגיעה באשתו ובהסתכלות אסורה
2025-12-02 15:19:44,הרב צביקה,אם אין שום סימן מובהק - הרי אלו שלו
2025-12-02 15:33:49,הרב צביקה,"פירות משבעת המינים , כל מי שקודם בפסוק קודם לברכה, לא משנה יבש או טרי"
2025-12-02 15:34:12,הרב צביקה,מברך על פרי משבעת המינים ועל הפרי החדש רק שהחיינו
2025-12-02 18:10:13,הרב צביקה,"קליפות עצמן לא , אבל אם יש חיטים זה מחמיץ"
2025-12-02 18:10:19,הרב צביקה,אדמה
2025-12-02 18:10:38,הרב צביקה,"אסור, שמא זה יחמיץ מיד"
2025-12-02 18:11:00,הרב צביקה,בעקרון לא
2025-12-02 18:11:14,הרב צביקה,נבילה מטמאת
2025-12-02 18:11:24,הרב צביקה,לא חובה
2025-12-02 18:26:17,הרב צביקה,זה מנהג די מאוחר שלא התפשט בכל ישראל
2025-12-02 18:26:27,הרב צביקה,שום דבר
2025-12-02 18:56:27,הרב צביקה,אם כולם לפניו מברכים שהחיינו פעם אחת ומכוונים לפטור את כולם
2025-12-02 19:08:42,הרב צביקה,אפשר
2025-02-03 10:09:53,הרב צביקה,מותר
2025-02-03 11:26:58,הרב צביקה,לכתחילה יש לנתק את המנורה לפני שבת.
2025-02-03 13:05:43,הרב צביקה,"בדיעבד אם שכחנו לנתק את הנורה ואין פעולות אחרות, מי שסומך על הרב עובדיה יכול להקל ולפתוח."
2025-02-03 13:07:02,הרב צביקה,"אם נראה לך שיש פי 60 באורז כנגד הלכלוך שהיה על הכף, לא צריך לעשות כלום."
2025-03-03 12:45:55,הרב צביקה,כל שני מיני אוכל או שתיה לשני אנשים
2025-03-03 12:46:51,הרב צביקה,חמץ שעבר עליו הפסח אם לא עשו לו מכירת חמץ והוא היה שייך ליהודי בפסח אסור גם בהנאה
2025-03-03 18:17:49,הרב צביקה,צריך ליבון
2025-03-03 18:18:17,הרב צביקה,"לא צריך להגדיר, זה רק זכר למחצית השקל, והולך לצדקה"
2025-04-03 19:13:03,הרב צביקה,אין קשר בין הכשרה כגון ליבון לבין טבילה.
2025-05-03 22:30:22,הרב צביקה,בורא נפשות בכל מקרה
2025-05-03 22:31:11,הרב צביקה,מברכים ברכה אחרונה רק על מה שנאכל כזית
2025-05-03 22:31:20,הרב צביקה,בודאי
2025-06-03 13:55:02,הרב צביקה,כן
2025-06-03 19:20:40,הרב צביקה,👍🏻
2025-06-03 19:23:02,הרב צביקה,לכתחילה צריך רשת יעודית  רק לכבד
2025-06-03 20:23:25,הרב צביקה,לאשכנזים כן
2025-06-03 20:24:28,הרב צביקה,חום גבוה לא משנה בדיוק כמה.
2025-06-03 20:57:36,הרב צביקה,במיקרו לא
2025-06-03 20:58:50,הרב צביקה,אם יש שם גוף חימום
2025-07-03 11:14:07,הרב צביקה,כן
2025-07-03 11:14:14,הרב צביקה,לא
2025-07-03 13:25:05,הרב צביקה,חייבת בטבילה
2025-07-03 15:18:03,הרב צביקה,"כלי חדש שהגיע מגוי צריך טבילה, אם כבר היה שם מאכל מותר להשתמש במאכל אבל ברור שברגע שהמאכל מתרוקן הכלי הזה חייב טבילה"
2025-07-03 15:18:19,הרב צביקה,לא מבין את השאלה
2025-07-03 15:18:30,הרב צביקה,לא
2025-07-03 15:23:31,הרב צביקה,"הוא כותב ""שיכתוב על קלף"""
2025-07-03 15:24:01,הרב צביקה,הוא לא מתכוון שהוא בעצמו יכתוב
2025-07-03 16:11:07,הרב צביקה,כן
2025-08-03 20:12:28,הרב צביקה,מי שחסר לו או שהוא בחובות
2025-08-03 20:18:53,הרב צביקה,"חובות שהוא צריך לשלם ואין לו, וזה פוגע לו בניהול היום יומי."
2025-08-03 21:52:10,הרב צביקה,ניתן לעזור ולהפנות אותו למי שמתעסק עם זה
2025-09-03 13:23:46,הרב צביקה,מותר
2025-09-03 13:24:06,הרב צביקה,בכבישים לא מבודדים אין איסור יחוד
2025-09-03 13:27:34,הרב צביקה,"אם יכול להיות שיעברו כמה דקות ולא יהיו עוד מכוניות.על הכביש ולא בתים, זו כבר בעיה"
2025-09-03 21:13:11,הרב צביקה,"ברכות השחר, ברוך שאמר, אשרי, ישתבח ומשם עד אחרי שמונה עשרה."
2025-09-03 21:13:53,הרב צביקה,במקרים שאין זמן גם לזה קוראים קריאת שמע ומתפללים תפילת הביננו שזה שמונה עשרהמקוצר
2025-10-03 13:49:35,הרב צביקה,1. מחצית השקל - לאשכנזים שקל וחצי / ספרדים 40
2025-10-03 13:50:09,הרב צביקה,2. להטביל ולייבש 3 ימים
2025-10-03 13:50:23,הרב צביקה,3. אסור
2025-10-03 13:50:50,הרב צביקה,"4. עדיף להתפלל שחרית עד חצות, לאחר חצות להתפלל תשלומין"
2025-10-03 15:46:17,הרב צביקה,כן
2025-10-03 19:02:53,הרב צביקה,צריך שכל אחד יתן חלק שיש בו סכום שניתן לקנות 2 מנות
2025-10-03 19:48:25,הרב צביקה,מנה פלאפל
2025-10-03 19:49:01,הרב צביקה,"לכהן אסור להתחתן עם גרושה, גם אם היא הגרושה שלו"
2025-10-03 19:49:33,הרב צביקה,"גם אם הוא מתחרט, אחרי שנתן לאשתו גט, היא גרושה"
2025-10-03 22:19:58,הרב צביקה,עדיף
2025-10-03 22:20:48,הרב צביקה,אין איסור הלכתי
2025-10-03 22:23:15,הרב צביקה,מנהג בכל ישראל
2025-10-03 22:26:48,הרב צביקה,אפשר
2025-10-03 23:05:26,הרב צביקה,אפשר
2025-11-03 04:53:40,הרב צביקה,צריך לחתום על הכתובה ולראות את מעשה הקידושין
2025-11-03 07:26:21,הרב צביקה,לא צריך
2025-11-03 12:40:26,הרב צביקה,מספיק להטביל את הסכינים
2025-11-03 14:53:40,הרב צביקה,מצוות משלוח מנות היא ביום ולא בלילה
2025-11-03 14:54:11,הרב צביקה,התעלה שבה עוברת הרצועה בתוך הבית של התפילין
2025-11-03 14:55:50,הרב צביקה,צריך שהנתינה תהיה ביום'
2025-11-03 15:50:01,הרב צביקה,אם המשלוח מנות יתקבל בפורים זה מצוין.
2025-11-03 15:50:54,הרב צביקה,צריך כשרות
2025-11-03 16:34:51,הרב צביקה,מצוין
2025-11-03 17:25:49,הרב צביקה,1. לכתחילה צריך.
2025-12-03 14:01:42,הרב צביקה,"ניתן לאחר שלקחת אוכל לעצמך, לעשות החלפות עם חייל אחר"
2025-12-03 14:01:51,הרב צביקה,אפשר
2025-12-03 17:23:37,הרב צביקה,לא
2025-12-03 17:24:28,הרב צביקה,"קמח מעל קילו וחצי צריךלהפריש חלה ללא ברכה, מעל 2.400 עם ברכה"
2025-12-03 17:27:07,הרב צביקה,"הרמ""א בסוף סימן תרצו מביא את מנהג התחפושות."
2025-12-03 18:04:35,הרב צביקה,נכון
2025-01-04 04:48:22,הרב צביקה,כן
2025-01-04 11:43:28,הרב צביקה,לא
2025-01-04 11:43:39,הרב צביקה,חייבים לעשר עם ברכה
2025-01-04 13:34:49,הרב צביקה,"אין לך איסור למכור, כי אם הוא יערב זה יהיה אח""כ וזה לא בטוח"
2025-01-04 13:35:14,הרב צביקה,לא נחשב ממזר
2025-01-04 13:35:51,הרב צביקה,רק אם אמו עברה על איסור עריות כגון שהיתה אשת איש וזינתה עם מישהו אחר
2025-01-04 13:36:24,הרב צביקה,צריך לחכות או לפגום עם חומר ניקוי
2025-01-04 13:36:44,הרב צביקה,צריך ליבון
2025-01-04 13:36:59,הרב צביקה,חרדל נחשב קטניות
2025-01-04 13:43:27,הרב צביקה,לפי הרב עובדיה כן
2025-01-04 14:02:17,הרב צביקה,תנור נקי
2025-01-04 14:08:14,הרב צביקה,לדעת הרבה פוסקים חרדל זה קטניות
2025-01-04 14:08:45,הרב צביקה,"הגדר לא ברור וחתוך מה נכלל באיסור קטניות, לכן גם בפניני הלכה הוא מחמיר למסקנה"
2025-01-04 15:39:36,הרב צביקה,עדיף
2025-01-04 17:57:50,הרב צביקה,מותר לאכול עם חלבי
2025-01-04 18:31:02,הרב צביקה,אפשר להשאיר
2025-02-04 15:29:29,הרב צביקה,"אין שיעור קבוע, צריך לדאוג שיהיה לעניים צרכי החג"
2025-02-04 16:06:25,הרב צביקה,המנה ברורה כותב צרכי כל ימי החג.
2025-02-04 17:17:05,הרב צביקה,"זבחים ק ע""א"
2025-02-04 18:07:47,הרב צביקה,אפשר למכור
2025-03-04 15:01:04,הרב צביקה,1. אסור לתת חמץ למי שבוודאות אינו עושה מכירה.
2025-03-04 16:57:27,הרב צביקה,1. חמץ שלא נמכר לגוי ועבר עליו הפסח אסור באכילה.
2025-03-04 22:35:16,הרב צביקה,הבצל נאסר באכילה
2025-03-04 22:42:10,הרב צביקה,"חז""ל גזרו על חמץ של יהודי שעבר עליו הפסח שאסור"
2025-04-04 14:32:46,הרב צביקה,שמא אדם ישאיר חמץ בכוונה כדי שיהיה לו לאחר הפסח
2025-04-04 14:33:00,הרב צביקה,לאשכנזים אסור
2025-04-04 17:57:11,הרב צביקה,מותר
2025-04-04 18:32:14,הרב צביקה,עדיף להשקיע בחברת השקעות כשרה.
2025-05-04 22:11:22,הרב צביקה,אם החמץ לא נגע במכסה לא צריך
2025-05-04 22:23:35,הרב צביקה,אין בעיה
2025-06-04 12:22:52,הרב צביקה,בימינו שגם גברים עושים מותר
2025-06-04 12:23:35,הרב צביקה,לא להשתמש בפסח
2025-06-04 13:05:49,הרב צביקה,עדיף לברך בפעם הראשונה ולכוון לכל היום
2025-06-04 14:00:00,הרב צביקה,לא
2025-06-04 15:53:47,הרב צביקה,לא יודע
2025-06-04 15:54:17,הרב צביקה,כן
2025-06-04 15:54:37,הרב צביקה,כן
2025-06-04 17:26:59,הרב צביקה,ניקוי
2025-06-04 17:28:01,הרב צביקה,בלנדר מוט שמכניסים לתוך סיר צריך להגעיל כלומר להכניס את הראש עם הסכין  למים רותחים
2025-06-04 17:58:31,הרב צביקה,ניתן לעשות איסורי דרבנן כגון הכנה לחול.
2025-06-04 18:07:06,הרב צביקה,הכנה מקודש לחול
2025-06-04 18:07:10,הרב צביקה,ניקיון
2025-06-04 19:55:55,הרב צביקה,אפשר למכור כל חמץ
2025-06-04 19:56:28,הרב צביקה,מה שניתן לפרק בקלות  - מסילות
2025-06-04 19:57:04,הרב צביקה,לחם
2025-07-04 16:18:56,הרב צביקה,מותר
2025-07-04 16:20:47,הרב צביקה,"חז""ל גזרו שלא להשאיר אוכל לא מבושל על אש, כי אדם עלול לחתות בגחלים. (גזירת שהיה)"
2025-07-04 18:43:51,הרב צביקה,תנור ניתן לשנות את החום.
2025-07-04 20:52:07,הרב צביקה,ישנה מחלוקת ראשונים אם האיסלאם נחשב עבודה זרה.
2025-07-04 20:52:40,הרב צביקה,מספיק לנקות היטב
2025-07-04 20:53:03,הרב צביקה,כן
2025-07-04 21:04:40,הרב צביקה,24 שעות
2025-07-04 21:05:22,הרב צביקה,פרווה ניתן לעשות מבלי לחכות 24 שעות ובלי לחמם רק לנקות.
2025-07-04 21:48:58,הרב צביקה,עלול להיות שמשתמשים בקמח כדי להדביק את המלח.
2025-07-04 21:49:53,הרב צביקה,מה שלא מצליחים להגיע מספיק לבטל
2025-07-04 21:54:43,הרב צביקה,מוצר לאחר ניקוי
2025-07-04 22:18:21,הרב צביקה,הוא קצת מתחמם
2025-07-04 22:24:33,הרב צביקה,ניתן לסמוך על המכירה לגוי במקום הפסד
2025-07-04 23:29:32,הרב צביקה,תלוי אצל כל אחד עד כמה זה כואב לו
2025-08-04 10:36:39,הרב צביקה,עד 13 דקות אחרי השקיעה ניתן להקל שנחשב כיום
2025-08-04 12:39:13,הרב צביקה,אם זה רק הפרי ללא שום תוספות או בישול לא צריך כשרות
2025-08-04 12:40:17,הרב צביקה,"מדובר בתנור שנמצא על מצב חום קבוע (מצב שבת), אם לא,  באמת יהיה אסור"
2025-08-04 13:07:03,הרב צביקה,לרוב זה לא אוסר את האוכל.
2025-08-04 14:42:23,הרב צביקה,"תבלין שהשתמשו בו למאכלי חמץ, אין להשתמש בו בפסח"
2025-08-04 14:43:30,הרב צביקה,לא חמץ
2025-08-04 14:43:56,הרב צביקה,תלוי אם יש פי 60
2025-08-04 14:44:43,הרב צביקה,אם זה דבר שהוא לצורך המועד או יהיה הפסד אם ידחה מותר
2025-08-04 15:04:52,הרב צביקה,גם וגם
2025-08-04 18:36:11,הרב צביקה,לא צריך לבקש
2025-08-04 18:36:27,הרב צביקה,אפשר בתכנית של פירוליטי
2025-08-04 18:36:49,הרב צביקה,שמרים הם חמץ גמור
2025-08-04 18:42:05,הרב צביקה,גז צריך לנקות ולהעביר את החצובה באש
2025-08-04 19:11:31,הרב צביקה,כן
2025-08-04 19:38:11,הרב צביקה,ללא רשות מהחברה אסור
2025-08-04 19:41:56,הרב צביקה,אסור להכין משבת לחג
2025-08-04 19:44:53,הרב צביקה,צריך לאכול מזה קצת בשבת
2025-08-04 19:46:34,הרב צביקה,כן
2025-08-04 22:26:46,הרב צביקה,צריך שמישהו מהדיירים יעשה
2025-08-04 22:58:48,הרב צביקה,שמישהו יעשה בכל חדר המדרגות
2025-08-04 22:59:12,הרב צביקה,מה שוודאי אינו חמץ לא צריך לכלול במכירה
2025-08-04 23:00:12,הרב צביקה,ספק חמץ
2025-09-04 09:22:52,הרב צביקה,לא
2025-09-04 10:48:35,הרב צביקה,אם אתה רק מריח את היד זה ריח שאין לו עיקר ולא מברכים
2025-09-04 11:05:22,הרב צביקה,כן
2025-09-04 11:06:09,הרב צביקה,לכתחילה עדיף קודם לחכות
2025-09-04 13:02:46,הרב צביקה,כן
2025-09-04 13:02:56,הרב צביקה,ניתן להחליף
2025-09-04 13:03:57,הרב צביקה,אסור קטניות
2025-09-04 16:24:29,הרב צביקה,כן
2025-09-04 16:24:36,הרב צביקה,הגעלה
2025-09-04 17:32:59,הרב צביקה,נכון
2025-09-04 17:34:47,הרב צביקה,כל דבר שהוא כשר לפסח והשתמשו בו לפני פסח לא עם חמץ
2025-09-04 17:35:07,הרב צביקה,מה שיקר ניתן.לסמוך על המכירה
2025-09-04 18:31:47,הרב צביקה,מותר
2025-09-04 23:08:03,הרב צביקה,מהתורה מספיק או ביעור או ביטול
2025-09-04 23:08:30,הרב צביקה,בדיקת חמץ מחר בלילה
2025-09-04 23:08:42,הרב צביקה,צריך ‎<This message was edited>
2025-09-04 23:09:28,הרב צביקה,א. כן אם רינו בן יומו
2025-09-04 23:09:52,הרב צביקה,לא מכיר
2025-09-04 23:10:19,הרב צביקה,צריך שהתנור יהיה כשלפ
2025-09-04 23:10:54,הרב צביקה,הבדיקה היא לברר שאין חמץ חוץ ממה שאנחנו יודעים עליו
2025-09-04 23:11:04,הרב צביקה,נכון
2025-09-04 23:38:10,הרב צביקה,אם אין ברירה אחרת
2025-09-04 23:38:45,הרב צביקה,כן
2025-10-04 09:42:26,הרב צביקה,מותר
2025-10-04 10:42:20,הרב צביקה,עדיף לעשות מכירה
2025-10-04 10:49:27,הרב צביקה,המכירה חלה על כל מקום שיש חמץ.
2025-10-04 10:56:23,הרב צביקה,אם מוכרים
2025-10-04 13:00:45,הרב צביקה,"ניתן לסמוך על זה שהתרנגולים אוכלים הכל, אבל יש להם כל הזמן הרבה אוכל ויש חשש שלא אכלו, צריך להסתכל שאין שם חמץ ממש."
2025-10-04 13:01:11,הרב צביקה,אם יש טעם טעים צריך כשרות.
2025-10-04 13:01:42,הרב צביקה,"צריך שבעל הבית ימכור, או ימנה אותך שליח"
2025-10-04 14:43:12,הרב צביקה,אוכלים חמץ עד שעה 9:35
2025-10-04 14:43:38,הרב צביקה,מי שקם מאוחר שיתפלל ויאכל מצה
2025-10-04 14:43:55,הרב צביקה,צריך לומר
2025-10-04 14:44:09,הרב צביקה,אפשר להקל
2025-10-04 14:45:00,הרב צביקה,בשבת אסור לאכול מצה
2025-10-04 17:54:43,הרב צביקה,מספיק ניקוי יסודי
2025-10-04 17:54:44,הרב צביקה,לא חובה אם עבר ליבון
